state,county,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,x90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2_5,days_pm10,year_2
Washington,Kittitas,2002,124,119,5,0,0,0,0,65,37,18,0,0,0,77,47,2002
West Virginia,Greenbrier,2002,212,133,62,16,1,0,0,164,93,45,0,0,212,0,0,2002
Wisconsin,Walworth,2002,177,104,47,25,1,0,0,182,112,46,0,0,177,0,0,2002
Wyoming,Albany,2002,361,187,156,18,0,0,0,140,87,50,0,0,352,2,7,2002
Wyoming,Platte,2002,61,55,6,0,0,0,0,62,46,19,0,0,0,0,61,2002
Alabama,Jefferson,2003,365,12,308,43,2,0,0,177,105,72,0,0,40,266,59,2003
Arizona,Gila,2003,256,67,142,44,3,0,0,169,112,68,0,1,192,55,8,2003
Arizona,Maricopa,2003,365,42,248,65,10,0,0,195,122,74,6,124,190,31,14,2003
Arizona,Pinal,2003,365,163,150,47,5,0,0,172,108,58,0,0,328,21,16,2003
Arizona,Yavapai,2003,263,154,109,0,0,0,0,100,74,49,0,0,209,51,3,2003
Arkansas,Arkansas,2003,114,40,74,0,0,0,0,98,69,56,0,0,0,114,0,2003
Arkansas,Pulaski,2003,365,68,283,13,1,0,0,151,84,61,0,3,64,298,0,2003
California,Butte,2003,365,90,224,43,8,0,0,164,108,61,0,0,180,185,0,2003
California,Contra Costa,2003,365,223,125,17,0,0,0,150,84,45,0,19,219,126,1,2003
California,Fresno,2003,365,32,139,95,87,12,0,212,177,107,0,10,225,129,1,2003
California,Imperial,2003,365,122,179,54,9,0,1,762,113,62,16,53,229,45,22,2003
California,Kern,2003,365,12,129,100,93,31,0,223,197,118,0,0,191,172,2,2003
California,Kings,2003,364,159,128,66,11,0,0,187,126,58,0,65,240,51,8,2003
California,Los Angeles,2003,365,22,173,83,57,30,0,249,197,96,2,42,169,152,0,2003
California,Madera,2003,364,204,96,51,13,0,0,192,126,46,0,64,300,0,0,2003
California,Mariposa,2003,365,147,113,82,23,0,0,195,140,58,0,0,320,45,0,2003
California,Mendocino,2003,365,334,31,0,0,0,0,87,49,33,7,37,285,33,3,2003
California,Merced,2003,364,124,122,65,49,4,0,205,159,71,0,34,283,46,1,2003
California,Monterey,2003,365,329,33,3,0,0,0,136,50,37,0,12,321,25,7,2003
California,Nevada,2003,365,163,109,71,22,0,0,195,133,58,0,0,327,31,7,2003
California,Orange,2003,365,58,246,48,13,0,0,200,116,66,0,39,137,187,2,2003
California,Placer,2003,365,187,122,41,13,2,0,206,126,50,0,62,282,21,0,2003
California,Riverside,2003,365,32,167,68,70,28,0,243,195,97,0,11,187,159,8,2003
California,Sacramento,2003,365,81,197,57,25,5,0,214,144,69,0,4,220,139,2,2003
California,San Diego,2003,365,47,239,71,7,0,1,328,126,71,2,31,152,177,3,2003
California,San Luis Obispo,2003,365,258,95,11,1,0,0,159,80,44,0,16,320,23,6,2003
California,Santa Barbara,2003,365,193,132,35,5,0,0,192,101,49,0,7,334,23,1,2003
California,Santa Cruz,2003,365,328,35,2,0,0,0,112,51,36,0,1,334,27,3,2003
California,Sutter,2003,365,245,83,32,5,0,0,185,101,42,0,99,243,19,4,2003
California,Tulare,2003,365,35,147,93,78,12,0,210,177,101,0,0,208,157,0,2003
California,Ventura,2003,365,154,115,68,27,1,0,209,143,57,0,45,267,48,5,2003
Colorado,Denver,2003,365,130,214,18,2,1,0,203,93,56,2,139,100,112,12,2003
Colorado,Pueblo,2003,128,98,30,0,0,0,0,94,55,38,0,0,0,113,15,2003
Colorado,Teller,2003,336,334,2,0,0,0,0,56,31,19,0,0,0,0,336,2003
Connecticut,New Haven,2003,365,75,255,26,6,3,0,220,100,63,0,12,59,271,23,2003
Country Of Mexico,BAJA CALIFORNIA NORTE,2003,365,53,165,97,31,15,4,408,166,90,60,57,171,0,77,2003
Country Of Mexico,SONORA,2003,61,26,33,2,0,0,0,114,85,52,0,0,0,0,61,2003
Delaware,New Castle,2003,365,94,241,26,2,2,0,217,97,60,0,13,86,266,0,2003
Florida,Miami-Dade,2003,365,89,272,3,1,0,0,164,69,55,0,1,33,331,0,2003
Florida,Osceola,2003,352,329,20,3,0,0,0,126,45,32,0,0,352,0,0,2003
Georgia,Bibb,2003,326,105,202,18,1,0,0,159,84,56,0,0,102,224,0,2003
Georgia,Clarke,2003,249,118,124,7,0,0,0,150,80,51,0,0,146,103,0,2003
Georgia,Clayton,2003,113,14,95,4,0,0,0,108,80,60,0,0,0,113,0,2003
Georgia,DeKalb,2003,365,59,278,23,5,0,0,195,93,62,0,4,54,306,1,2003
Georgia,Douglas,2003,263,192,54,14,3,0,0,172,90,41,0,0,240,0,23,2003
Georgia,Fayette,2003,245,179,52,14,0,0,0,136,87,39,0,0,245,0,0,2003
Georgia,Floyd,2003,118,23,91,4,0,0,0,123,85,65,0,0,0,116,2,2003
Georgia,Fulton,2003,365,66,269,25,4,1,0,202,97,62,0,24,82,259,0,2003
Georgia,Gwinnett,2003,309,139,148,17,4,1,0,203,90,53,0,0,185,124,0,2003
Georgia,Houston,2003,59,15,44,0,0,0,0,85,78,56,0,0,0,59,0,2003
Georgia,Murray,2003,261,143,93,23,2,0,0,185,100,49,0,0,185,76,0,2003
Georgia,Muscogee,2003,315,117,194,3,1,0,0,184,76,55,0,0,109,206,0,2003
Georgia,Walker,2003,63,14,47,2,0,0,0,129,79,61,0,0,0,58,5,2003
Idaho,Bannock,2003,267,257,10,0,0,0,0,80,44,19,0,0,0,55,212,2003
Idaho,Canyon,2003,365,267,95,3,0,0,0,111,65,43,86,0,174,55,50,2003
Idaho,Power,2003,356,205,151,0,0,0,0,90,62,46,0,0,0,332,24,2003
Idaho,Shoshone,2003,355,303,49,3,0,0,0,108,58,20,0,0,0,118,237,2003
Illinois,Cook,2003,365,55,267,38,5,0,0,185,101,65,0,94,53,216,2,2003
Illinois,Madison,2003,365,153,177,29,6,0,0,197,100,55,0,0,192,108,65,2003
Indiana,Clark,2003,296,151,126,15,4,0,0,177,90,50,0,0,159,94,43,2003
Indiana,Floyd,2003,263,124,120,15,4,0,0,179,90,52,0,0,162,101,0,2003
Indiana,Hamilton,2003,183,99,64,15,4,1,0,203,105,50,0,0,183,0,0,2003
Indiana,Hancock,2003,183,98,69,11,4,1,0,201,97,48,0,0,183,0,0,2003
Indiana,Hendricks,2003,243,168,58,15,2,0,0,156,93,41,60,0,183,0,0,2003
Indiana,Johnson,2003,183,95,64,22,2,0,0,164,105,50,0,0,183,0,0,2003
Indiana,Lake,2003,365,58,268,34,5,0,0,190,101,63,1,9,58,286,11,2003
Indiana,Marion,2003,365,40,296,24,5,0,0,197,96,63,0,5,58,302,0,2003
Indiana,Morgan,2003,183,94,65,22,2,0,0,156,108,50,0,0,183,0,0,2003
Indiana,Posey,2003,183,109,63,10,1,0,0,166,93,47,0,0,183,0,0,2003
Indiana,Warrick,2003,183,95,64,21,3,0,0,190,105,50,0,0,183,0,0,2003
Iowa,Black Hawk,2003,117,54,63,0,0,0,0,100,70,52,0,0,0,112,5,2003
Kentucky,Bell,2003,265,160,96,9,0,0,0,147,77,46,0,0,214,51,0,2003
Kentucky,Bullitt,2003,362,241,114,7,0,0,0,119,74,40,0,109,144,109,0,2003
Kentucky,Carter,2003,283,169,106,7,1,0,0,169,78,47,0,0,197,86,0,2003
Kentucky,Daviess,2003,365,242,117,6,0,0,0,126,73,39,0,88,167,98,12,2003
Kentucky,Jefferson,2003,365,49,291,23,2,0,0,177,91,63,0,3,53,309,0,2003
Kentucky,Oldham,2003,245,169,60,15,1,0,0,156,84,43,0,0,245,0,0,2003
Kentucky,Pike,2003,357,262,91,3,1,0,0,156,65,38,0,0,173,104,80,2003
Louisiana,St. Bernard,2003,362,262,86,11,3,0,0,195,74,41,0,0,281,81,0,2003
Maryland,Anne Arundel,2003,350,203,119,23,3,2,0,218,97,45,0,1,226,96,27,2003
Maryland,Baltimore (City),2003,365,61,281,22,1,0,0,156,91,62,1,15,3,345,1,2003
Maryland,Dorchester,2003,347,270,51,19,4,3,0,227,87,36,0,0,347,0,0,2003
Michigan,Allegan,2003,355,154,174,20,6,1,0,201,95,53,0,0,93,262,0,2003
Michigan,Chippewa,2003,126,83,42,1,0,0,0,121,66,43,0,0,0,126,0,2003
Michigan,Clinton,2003,183,123,48,8,4,0,0,177,90,45,0,0,183,0,0,2003
Michigan,Monroe,2003,119,35,80,3,1,0,0,157,85,57,0,0,0,119,0,2003
Michigan,Muskegon,2003,243,137,87,14,3,2,0,203,97,47,0,0,158,85,0,2003
Michigan,Wayne,2003,365,61,271,26,7,0,0,195,99,65,2,20,29,279,35,2003
Missouri,Buchanan,2003,121,44,76,1,0,0,0,104,70,54,0,0,0,108,13,2003
Missouri,Maries,2003,115,49,66,0,0,0,0,98,67,53,0,0,0,115,0,2003
Missouri,Saint Louis,2003,365,104,226,29,3,3,0,202,100,58,0,28,99,238,0,2003
Missouri,St. Louis City,2003,365,50,285,26,2,2,0,212,98,64,0,19,55,226,65,2003
Nebraska,Douglas,2003,365,159,200,5,1,0,0,186,74,53,2,0,67,250,46,2003
New Jersey,Hudson,2003,364,222,127,13,2,0,0,192,77,45,6,186,80,91,1,2003
New Mexico,Bernalillo,2003,365,96,213,52,4,0,0,168,108,64,0,11,200,56,98,2003
New Mexico,Dona Ana,2003,365,69,238,49,4,2,3,1061,112,64,0,6,147,136,76,2003
North Carolina,Avery,2003,365,247,106,12,0,0,0,150,77,44,0,0,328,37,0,2003
North Carolina,Caldwell,2003,213,136,64,10,3,0,0,154,87,46,0,0,213,0,0,2003
North Carolina,Caswell,2003,265,130,115,17,3,0,0,197,93,51,0,0,167,98,0,2003
North Carolina,Catawba,2003,119,26,90,3,0,0,0,114,79,63,0,0,0,118,1,2003
North Carolina,Davidson,2003,118,27,88,3,0,0,0,126,81,60,0,0,0,118,0,2003
North Carolina,Davie,2003,214,114,76,20,3,1,0,201,101,49,0,0,214,0,0,2003
North Carolina,Franklin,2003,208,130,59,15,4,0,0,172,100,45,0,0,208,0,0,2003
North Carolina,Graham,2003,209,108,87,12,2,0,0,151,97,50,0,0,209,0,0,2003
North Carolina,Granville,2003,205,116,65,20,4,0,0,200,112,48,0,0,205,0,0,2003
North Carolina,Haywood,2003,264,88,149,27,0,0,0,147,101,61,0,0,191,73,0,2003
North Carolina,Jackson,2003,259,100,135,23,1,0,0,166,100,56,0,0,186,73,0,2003
North Carolina,Mecklenburg,2003,365,62,277,22,3,1,0,209,93,61,0,10,76,279,0,2003
North Carolina,Rockingham,2003,213,140,55,16,2,0,0,154,97,45,0,0,213,0,0,2003
North Carolina,Rowan,2003,214,105,75,27,5,2,0,212,115,51,0,0,214,0,0,2003
North Carolina,Yancey,2003,206,99,90,16,1,0,0,154,97,51,0,0,206,0,0,2003
Ohio,Butler,2003,364,64,267,28,3,2,0,217,93,61,0,0,99,265,0,2003
Ohio,Cuyahoga,2003,365,49,285,25,4,2,0,207,97,65,0,6,38,306,15,2003
Ohio,Franklin,2003,365,44,287,27,5,2,0,225,97,63,0,0,68,294,3,2003
Ohio,Gallia,2003,55,10,43,2,0,0,0,106,85,59,0,0,0,55,0,2003
Ohio,Hamilton,2003,365,40,294,25,6,0,0,197,97,64,0,16,60,289,0,2003
Ohio,Jefferson,2003,365,88,253,20,3,1,0,202,93,61,36,0,37,292,0,2003
Ohio,Medina,2003,212,140,59,9,4,0,0,195,90,45,0,0,212,0,0,2003
Ohio,Scioto,2003,122,29,92,1,0,0,0,102,79,59,0,0,0,117,5,2003
Oklahoma,Muskogee,2003,365,275,90,0,0,0,0,96,61,26,0,38,0,118,209,2003
Oklahoma,Oklahoma,2003,365,130,206,28,1,0,0,169,97,56,0,33,167,163,2,2003
Oregon,Deschutes,2003,225,201,24,0,0,0,0,88,52,19,131,0,0,93,1,2003
Pennsylvania,Allegheny,2003,365,53,256,38,16,2,0,218,119,66,0,4,47,310,4,2003
Pennsylvania,Franklin,2003,192,128,58,4,2,0,0,174,77,46,0,0,192,0,0,2003
Pennsylvania,Greene,2003,246,165,71,7,3,0,0,200,84,44,39,0,207,0,0,2003
Pennsylvania,Philadelphia,2003,365,93,233,34,5,0,0,197,101,60,0,32,67,266,0,2003
South Carolina,Cherokee,2003,364,290,61,12,1,0,0,154,74,37,0,0,364,0,0,2003
South Carolina,Greenville,2003,365,80,279,6,0,0,0,118,77,59,0,24,0,341,0,2003
South Carolina,Orangeburg,2003,355,292,63,0,0,0,0,89,56,12,0,261,0,94,0,2003
Tennessee,Anderson,2003,237,171,56,8,2,0,0,169,87,42,0,0,237,0,0,2003
Tennessee,Jefferson,2003,245,169,62,11,3,0,0,187,87,44,0,0,245,0,0,2003
Tennessee,Knox,2003,365,66,278,15,6,0,0,187,90,62,0,0,76,289,0,2003
Tennessee,Loudon,2003,47,10,37,0,0,0,0,98,86,61,0,0,0,47,0,2003
Tennessee,Putnam,2003,279,125,135,18,1,0,0,177,93,54,0,0,192,87,0,2003
Tennessee,Sevier,2003,363,195,135,30,3,0,0,182,100,49,0,0,363,0,0,2003
Tennessee,Shelby,2003,365,44,285,29,7,0,0,172,100,65,0,7,71,287,0,2003
Tennessee,Sumner,2003,285,122,139,20,4,0,0,174,97,54,0,0,198,87,0,2003
Tennessee,Williamson,2003,244,145,79,19,1,0,0,156,97,48,0,0,244,0,0,2003
Tennessee,Wilson,2003,243,155,70,17,1,0,0,159,97,46,0,0,243,0,0,2003
Texas,El Paso,2003,365,94,222,38,6,1,4,1091,110,61,6,46,145,70,98,2003
Texas,Harris,2003,365,46,250,32,25,12,0,226,151,64,0,31,125,205,4,2003
Utah,Duchesne,2003,55,55,0,0,0,0,0,33,14,7,0,0,0,0,55,2003
Virgin Islands,St Thomas,2003,64,45,15,4,0,0,0,110,77,33,0,0,0,35,29,2003
Virginia,Bristol City,2003,121,32,88,1,0,0,0,147,77,59,0,0,0,121,0,2003
Virginia,Rockbridge,2003,263,178,80,5,0,0,0,143,68,43,0,0,161,102,0,2003
Virginia,Wythe,2003,210,139,63,6,2,0,0,174,80,45,0,0,210,0,0,2003
Washington,Clallam,2003,365,249,116,0,0,0,0,82,65,39,0,0,104,261,0,2003
Washington,King,2003,365,96,250,17,2,0,0,179,90,55,0,1,51,313,0,2003
Washington,Kittitas,2003,119,114,5,0,0,0,0,56,41,14,0,0,0,90,29,2003
West Virginia,Greenbrier,2003,213,143,62,7,1,0,0,156,84,45,0,0,213,0,0,2003
Wisconsin,Walworth,2003,183,109,53,20,1,0,0,151,101,46,0,0,183,0,0,2003
Wyoming,Albany,2003,360,155,181,23,1,0,0,166,97,54,0,0,351,1,8,2003
Wyoming,Platte,2003,58,55,3,0,0,0,0,69,39,14,0,0,0,0,58,2003
Alabama,Jefferson,2004,366,19,307,36,4,0,0,166,101,71,10,0,27,310,19,2004
Arizona,Gila,2004,265,125,121,19,0,0,0,133,93,51,0,1,197,61,6,2004
Arizona,Maricopa,2004,366,59,256,48,2,0,1,375,105,68,1,94,185,37,49,2004
Arizona,Pinal,2004,366,210,140,16,0,0,0,122,90,48,0,0,327,23,16,2004
Arizona,Yavapai,2004,258,138,109,11,0,0,0,140,84,49,0,0,202,50,6,2004
Arkansas,Arkansas,2004,122,44,78,0,0,0,0,97,71,54,0,0,0,122,0,2004
Arkansas,Pulaski,2004,366,86,268,11,1,0,0,151,80,58,0,2,72,292,0,2004
California,Butte,2004,366,152,172,39,3,0,0,172,105,55,2,2,247,114,1,2004
California,Contra Costa,2004,366,253,95,17,1,0,0,164,89,41,0,33,214,119,0,2004
California,Fresno,2004,366,49,185,107,25,0,0,195,143,87,0,9,215,141,1,2004
California,Imperial,2004,366,115,205,44,2,0,0,164,105,61,13,47,241,49,16,2004
California,Kern,2004,366,18,141,98,95,14,0,222,185,113,0,1,224,140,1,2004
California,Kings,2004,365,164,137,56,8,0,0,172,112,58,0,91,210,49,15,2004
California,Los Angeles,2004,366,15,193,87,67,4,0,229,169,90,0,31,165,170,0,2004
California,Madera,2004,340,214,103,23,0,0,0,147,93,44,0,49,291,0,0,2004
California,Mariposa,2004,366,112,183,54,12,4,1,352,122,64,0,0,265,100,1,2004
California,Mendocino,2004,366,351,15,0,0,0,0,69,44,32,2,42,290,31,1,2004
California,Merced,2004,365,156,133,62,13,1,0,204,126,60,0,37,273,55,0,2004
California,Monterey,2004,366,335,28,3,0,0,0,129,49,35,0,29,306,25,6,2004
California,Nevada,2004,366,161,133,60,11,1,0,206,122,54,0,0,304,26,36,2004
California,Orange,2004,366,49,241,66,10,0,0,179,126,70,0,28,178,159,1,2004
California,Placer,2004,366,143,150,59,14,0,0,192,126,60,0,9,260,97,0,2004
California,Riverside,2004,366,45,144,93,67,17,0,212,175,99,0,10,202,153,1,2004
California,Sacramento,2004,366,77,216,63,10,0,0,172,122,64,0,6,165,194,1,2004
California,San Diego,2004,366,44,267,49,6,0,0,174,112,70,0,32,155,176,3,2004
California,San Luis Obispo,2004,366,285,75,6,0,0,0,119,67,41,0,17,316,22,11,2004
California,Santa Barbara,2004,366,205,142,17,2,0,0,192,87,49,0,7,330,29,0,2004
California,Santa Cruz,2004,366,341,22,3,0,0,0,143,47,36,0,5,326,25,10,2004
California,Sutter,2004,366,198,138,29,1,0,0,159,96,47,0,53,209,104,0,2004
California,Tulare,2004,366,35,168,86,77,0,0,195,164,96,0,6,204,156,0,2004
California,Ventura,2004,366,145,141,66,14,0,0,182,129,58,0,23,287,56,0,2004
Colorado,Denver,2004,366,188,175,3,0,0,0,113,67,50,2,111,91,157,5,2004
Colorado,Pueblo,2004,125,105,20,0,0,0,0,71,54,34,0,0,0,107,18,2004
Colorado,Teller,2004,346,344,2,0,0,0,0,72,29,17,0,0,0,0,346,2004
Connecticut,New Haven,2004,366,62,289,13,1,1,0,206,87,60,0,7,38,311,10,2004
Country Of Mexico,BAJA CALIFORNIA NORTE,2004,366,27,161,134,27,11,6,387,162,100,48,53,161,0,104,2004
Country Of Mexico,SONORA,2004,60,27,33,0,0,0,0,87,77,56,0,0,0,0,60,2004
Delaware,New Castle,2004,366,81,269,15,1,0,0,172,90,60,0,7,70,289,0,2004
Florida,Miami-Dade,2004,366,72,286,5,3,0,0,162,74,56,9,3,25,329,0,2004
Florida,Osceola,2004,331,295,33,3,0,0,0,147,54,35,0,0,331,0,0,2004
Georgia,Bibb,2004,366,115,233,14,4,0,0,169,90,58,0,0,87,279,0,2004
Georgia,Clarke,2004,326,129,181,14,2,0,0,174,87,56,0,0,131,195,0,2004
Georgia,Clayton,2004,109,10,94,5,0,0,0,115,86,62,0,0,0,109,0,2004
Georgia,DeKalb,2004,366,49,294,19,3,1,0,207,90,65,0,6,55,305,0,2004
Georgia,Douglas,2004,264,192,60,11,1,0,0,156,80,43,0,0,245,0,19,2004
Georgia,Fayette,2004,243,155,73,12,3,0,0,179,97,45,0,0,243,0,0,2004
Georgia,Floyd,2004,118,22,95,1,0,0,0,105,84,63,0,0,0,116,2,2004
Georgia,Fulton,2004,366,56,285,19,5,1,0,204,96,64,0,15,73,278,0,2004
Georgia,Gwinnett,2004,365,96,249,16,4,0,0,185,89,60,0,0,85,280,0,2004
Georgia,Houston,2004,58,12,46,0,0,0,0,97,77,57,0,0,0,58,0,2004
Georgia,Murray,2004,284,175,104,5,0,0,0,133,80,45,0,0,194,90,0,2004
Georgia,Muscogee,2004,327,83,236,8,0,0,0,143,80,58,0,0,48,279,0,2004
Georgia,Walker,2004,62,16,46,0,0,0,0,91,80,59,0,0,0,56,6,2004
Idaho,Bannock,2004,334,314,19,0,1,0,0,161,37,18,0,0,0,58,276,2004
Idaho,Canyon,2004,366,239,122,5,0,0,0,134,63,44,29,0,131,170,36,2004
Idaho,Gem,2004,7,1,6,0,0,0,0,80,80,62,0,0,0,7,0,2004
Idaho,Power,2004,365,190,169,5,1,0,0,172,65,49,0,9,0,349,7,2004
Idaho,Shoshone,2004,357,193,154,10,0,0,0,134,78,46,0,0,0,315,42,2004
Illinois,Cook,2004,366,44,301,20,1,0,0,156,90,67,0,80,33,249,4,2004
Illinois,Madison,2004,366,168,178,18,2,0,0,177,87,53,0,0,166,121,79,2004
Indiana,Clark,2004,322,186,130,6,0,0,0,133,77,46,0,0,158,101,63,2004
Indiana,Floyd,2004,257,125,126,6,0,0,0,129,78,51,0,0,157,100,0,2004
Indiana,Hamilton,2004,182,114,55,13,0,0,0,129,93,46,0,0,182,0,0,2004
Indiana,Hancock,2004,183,129,48,6,0,0,0,122,87,44,0,0,183,0,0,2004
Indiana,Hendricks,2004,366,294,63,9,0,0,0,115,62,36,34,151,172,0,9,2004
Indiana,Johnson,2004,183,131,47,5,0,0,0,129,71,45,0,0,183,0,0,2004
Indiana,Lake,2004,366,68,279,17,2,0,0,153,87,61,1,3,42,308,12,2004
Indiana,Marion,2004,366,67,285,14,0,0,0,125,87,63,0,7,42,317,0,2004
Indiana,Morgan,2004,181,128,48,5,0,0,0,115,74,46,0,0,181,0,0,2004
Indiana,Posey,2004,180,129,47,4,0,0,0,122,77,45,0,0,180,0,0,2004
Indiana,Warrick,2004,181,109,64,8,0,0,0,147,84,48,0,0,181,0,0,2004
Iowa,Black Hawk,2004,122,70,51,1,0,0,0,108,65,44,0,0,0,120,2,2004
Kentucky,Bell,2004,263,182,79,2,0,0,0,115,69,44,0,0,216,47,0,2004
Kentucky,Bullitt,2004,357,250,105,1,1,0,0,192,66,41,0,92,156,108,1,2004
Kentucky,Carter,2004,283,199,84,0,0,0,0,87,64,43,0,0,172,111,0,2004
Kentucky,Daviess,2004,366,252,113,1,0,0,0,112,67,40,0,72,169,106,19,2004
Kentucky,Jefferson,2004,366,69,289,7,1,0,0,169,85,61,0,5,60,301,0,2004
Kentucky,Oldham,2004,244,175,58,11,0,0,0,126,74,44,0,0,244,0,0,2004
Kentucky,Pike,2004,360,250,109,1,0,0,0,103,63,38,0,0,163,109,88,2004
Louisiana,St. Bernard,2004,359,265,85,8,1,0,0,172,66,38,0,0,282,77,0,2004
Maryland,Anne Arundel,2004,285,135,121,24,4,1,0,202,101,52,0,0,161,97,27,2004
Maryland,Baltimore (City),2004,366,38,310,18,0,0,0,128,91,63,0,0,0,365,1,2004
Maryland,Dorchester,2004,363,277,61,23,2,0,0,159,90,37,0,0,363,0,0,2004
Michigan,Allegan,2004,360,176,169,14,0,1,0,202,84,51,0,0,118,242,0,2004
Michigan,Chippewa,2004,124,95,29,0,0,0,0,94,63,33,0,0,0,124,0,2004
Michigan,Clinton,2004,183,151,29,3,0,0,0,129,61,40,0,0,183,0,0,2004
Michigan,Monroe,2004,120,47,71,2,0,0,0,109,83,54,0,0,0,120,0,2004
Michigan,Muskegon,2004,243,166,73,4,0,0,0,129,71,38,0,0,154,89,0,2004
Michigan,Wayne,2004,366,83,260,22,1,0,0,151,90,62,0,9,25,307,25,2004
Missouri,Buchanan,2004,122,49,73,0,0,0,0,100,67,53,0,0,0,111,11,2004
Missouri,Maries,2004,20,6,14,0,0,0,0,70,69,54,0,0,0,20,0,2004
Missouri,Saint Louis,2004,366,114,248,4,0,0,0,119,78,56,0,10,88,266,2,2004
Missouri,St. Louis City,2004,366,62,286,18,0,0,0,141,87,62,0,13,18,256,79,2004
Nebraska,Douglas,2004,366,166,194,6,0,0,0,142,73,52,3,0,103,230,30,2004
New Jersey,Hudson,2004,366,241,115,9,1,0,0,156,75,43,3,176,96,90,1,2004
New Mexico,Bernalillo,2004,366,121,226,18,1,0,0,161,85,58,0,9,214,75,68,2004
New Mexico,Dona Ana,2004,366,114,215,30,4,2,1,1063,101,59,1,7,172,75,111,2004
North Carolina,Avery,2004,364,251,110,3,0,0,0,112,75,44,0,0,310,54,0,2004
North Carolina,Caldwell,2004,208,166,39,3,0,0,0,112,67,41,0,0,208,0,0,2004
North Carolina,Caswell,2004,262,150,106,6,0,0,0,129,77,47,0,0,159,103,0,2004
North Carolina,Catawba,2004,131,28,100,3,0,0,0,114,82,61,0,0,0,129,2,2004
North Carolina,Davidson,2004,128,20,106,2,0,0,0,125,85,62,0,0,0,128,0,2004
North Carolina,Davie,2004,206,140,56,10,0,0,0,136,93,44,0,0,206,0,0,2004
North Carolina,Franklin,2004,214,146,55,13,0,0,0,129,90,43,0,0,214,0,0,2004
North Carolina,Graham,2004,214,140,67,7,0,0,0,150,80,46,0,0,214,0,0,2004
North Carolina,Granville,2004,214,131,64,19,0,0,0,147,100,46,0,0,214,0,0,2004
North Carolina,Haywood,2004,265,123,134,8,0,0,0,133,84,52,0,0,167,98,0,2004
North Carolina,Jackson,2004,251,145,103,3,0,0,0,115,73,47,0,0,156,95,0,2004
North Carolina,Mecklenburg,2004,366,67,265,31,2,1,0,202,100,64,0,6,78,282,0,2004
North Carolina,Rockingham,2004,210,152,51,7,0,0,0,126,84,44,0,0,210,0,0,2004
North Carolina,Rowan,2004,213,126,64,21,2,0,0,177,101,47,0,0,213,0,0,2004
North Carolina,Yancey,2004,204,155,46,3,0,0,0,108,74,44,0,0,204,0,0,2004
Ohio,Butler,2004,365,212,137,15,1,0,0,161,84,45,0,0,264,101,0,2004
Ohio,Cuyahoga,2004,366,61,277,26,2,0,0,152,96,64,4,14,18,328,2,2004
Ohio,Franklin,2004,366,76,266,23,1,0,0,151,90,62,0,0,62,301,3,2004
Ohio,Gallia,2004,29,8,20,1,0,0,0,104,95,60,0,0,0,29,0,2004
Ohio,Hamilton,2004,366,60,283,23,0,0,0,150,88,63,0,26,61,279,0,2004
Ohio,Jefferson,2004,366,229,125,11,1,0,0,154,76,42,89,0,143,129,5,2004
Ohio,Medina,2004,208,162,38,8,0,0,0,150,84,42,0,0,208,0,0,2004
Ohio,Scioto,2004,147,65,79,3,0,0,0,128,74,54,0,0,0,114,33,2004
Oklahoma,Muskogee,2004,359,278,81,0,0,0,0,97,59,25,0,0,0,115,244,2004
Oklahoma,Oklahoma,2004,366,172,182,12,0,0,0,133,77,51,0,19,130,217,0,2004
Oregon,Deschutes,2004,353,291,62,0,0,0,0,79,55,27,7,0,0,343,3,2004
Pennsylvania,Allegheny,2004,366,58,247,44,17,0,0,178,117,66,0,5,27,325,9,2004
Pennsylvania,Franklin,2004,197,144,49,4,0,0,0,119,80,44,0,0,197,0,0,2004
Pennsylvania,Greene,2004,215,165,41,9,0,0,0,140,71,42,11,0,204,0,0,2004
Pennsylvania,Philadelphia,2004,366,89,247,22,8,0,0,172,96,60,0,41,74,251,0,2004
South Carolina,Cherokee,2004,362,325,35,2,0,0,0,115,51,34,0,0,362,0,0,2004
South Carolina,Greenville,2004,366,85,277,4,0,0,0,108,80,61,0,25,0,338,3,2004
South Carolina,Orangeburg,2004,302,237,61,4,0,0,0,115,67,35,0,46,233,23,0,2004
Tennessee,Anderson,2004,240,173,64,3,0,0,0,126,74,44,0,0,240,0,0,2004
Tennessee,Jefferson,2004,243,153,77,13,0,0,0,140,84,46,0,0,243,0,0,2004
Tennessee,Knox,2004,366,71,283,11,1,0,0,177,87,63,0,0,73,293,0,2004
Tennessee,Loudon,2004,278,128,137,12,1,0,0,151,88,53,0,0,189,89,0,2004
Tennessee,Putnam,2004,111,33,78,0,0,0,0,89,72,56,0,0,0,111,0,2004
Tennessee,Sevier,2004,361,201,142,17,1,0,0,151,90,48,0,0,361,0,0,2004
Tennessee,Shelby,2004,366,56,294,16,0,0,0,145,83,62,2,2,46,316,0,2004
Tennessee,Sumner,2004,286,139,131,16,0,0,0,147,87,51,0,0,188,98,0,2004
Tennessee,Williamson,2004,233,174,54,5,0,0,0,112,74,42,0,0,233,0,0,2004
Tennessee,Wilson,2004,237,183,50,4,0,0,0,133,77,42,0,0,237,0,0,2004
Texas,El Paso,2004,366,137,194,29,4,2,0,261,100,56,7,66,146,45,102,2004
